Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Acceleration Rune
appliedenergistics2:facade:0, Cable Facade - Charging Rune
appliedenergistics2:facade:0, Cable Facade - Ritual Stone
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Water
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Fire
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Earth
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Air
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Dusk
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Dawn
appliedenergistics2:facade:0, Cable Facade - Large Bloodstone Tile
appliedenergistics2:facade:0, Cable Facade - Bloodstone Brick
appliedenergistics2:facade:0, Cable Facade - Wooden Path
appliedenergistics2:facade:0, Cable Facade - Tiled Wooden Path
appliedenergistics2:facade:0, Cable Facade - Stone Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Stone Path
appliedenergistics2:facade:0, Cable Facade - Worn Stone Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Worn Stone Path
appliedenergistics2:facade:0, Cable Facade - Obsidian Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Obsidian Path
appliedenergistics2:facade:0, Cable Facade - Raw Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Raw Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Corrosive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Destructive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Vengeful Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Steadfast Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Raw Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Raw Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Corrosive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Destructive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Vengeful Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Steadfast Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Raw Stone
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone
appliedenergistics2:facade:0, Cable Facade - Destructive Stone
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone
appliedenergistics2:facade:0, Cable Facade - Polished Raw Stone
appliedenergistics2:facade:0, Cable Facade - Polished Corrosive Stone
appliedenergistics2:facade:0, Cable Facade - Polished Destructive Stone
appliedenergistics2:facade:0, Cable Facade - Polished Vengeful Stone
appliedenergistics2:facade:0, Cable Facade - Polished Steadfast Stone
appliedenergistics2:facade:0, Cable Facade - Raw Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Corrosive Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Destructive Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Vengeful Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Steadfast Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Raw Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Raw Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Corrosive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Destructive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Vengeful Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Steadfast Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Raw Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Raw Demon Eye
appliedenergistics2:facade:0, Cable Facade - Corrosive Demon Eye
appliedenergistics2:facade:0, Cable Facade - Destructive Demon Eye
appliedenergistics2:facade:0, Cable Facade - Vengeful Demon Eye
appliedenergistics2:facade:0, Cable Facade - Steadfast Demon Eye
appliedenergistics2:facade:0, Cable Facade - Block of Smokey Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Smokey Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Smokey Quartz Block
appliedenergistics2:facade:0, Cable Facade - Block of Mana Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Mana Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Mana Quartz Block
appliedenergistics2:facade:0, Cable Facade - Block of Blaze Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Blaze Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Blaze Quartz Block
appliedenergistics2:facade:0, Cable Facade - Block of Lavender Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Lavender Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Lavender Quartz Block
appliedenergistics2:facade:0, Cable Facade - Block of Redquartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Redquartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Redquartz Block
appliedenergistics2:facade:0, Cable Facade - Block of Elven Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Elven Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Elven Quartz Block
appliedenergistics2:facade:0, Cable Facade - Block of Sunny Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Sunny Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Sunny Quartz Block
appliedenergistics2:facade:0, Cable Facade - Metamorphic Forest Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Plains Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mountain Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Fungal Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Swamp Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Desert Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Taiga Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mesa Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Forest Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Plains Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mountain Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Fungal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Swamp Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Desert Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Taiga Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mesa Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Forest Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Plains Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mountain Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Fungal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Swamp Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Desert Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Taiga Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mesa Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Forest Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Plains Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Mountain Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Fungal Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Swamp Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Desert Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Taiga Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Mesa Stone Brick
appliedenergistics2:facade:0, Cable Facade - White Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Black Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Blue Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Red Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Yellow Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Green Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Livingrock
appliedenergistics2:facade:0, Cable Facade - Livingrock Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Livingrock Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Livingrock Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Livingrock Brick
appliedenergistics2:facade:0, Cable Facade - Livingwood
appliedenergistics2:facade:0, Cable Facade - Livingwood Planks
appliedenergistics2:facade:0, Cable Facade - Mossy Livingwood Planks
appliedenergistics2:facade:0, Cable Facade - Framed Livingwood
appliedenergistics2:facade:0, Cable Facade - Pattern Framed Livingwood
appliedenergistics2:facade:0, Cable Facade - Glimmering Livingwood
appliedenergistics2:facade:0, Cable Facade - Force Relay
appliedenergistics2:facade:0, Cable Facade - Alchemy Catalyst
appliedenergistics2:facade:0, Cable Facade - Block of Manasteel
appliedenergistics2:facade:0, Cable Facade - Block of Terrasteel
appliedenergistics2:facade:0, Cable Facade - Block of Elementium
appliedenergistics2:facade:0, Cable Facade - Block of Mana Diamond
appliedenergistics2:facade:0, Cable Facade - Block of Dragonstone
appliedenergistics2:facade:0, Cable Facade - Dreamwood
appliedenergistics2:facade:0, Cable Facade - Dreamwood Planks
appliedenergistics2:facade:0, Cable Facade - Mossy Dreamwood Planks
appliedenergistics2:facade:0, Cable Facade - Framed Dreamwood
appliedenergistics2:facade:0, Cable Facade - Pattern Framed Dreamwood
appliedenergistics2:facade:0, Cable Facade - Glimmering Dreamwood
appliedenergistics2:facade:0, Cable Facade - Conjuration Catalyst
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Enchanted Soil
appliedenergistics2:facade:0, Cable Facade - White Petal Block
appliedenergistics2:facade:0, Cable Facade - Orange Petal Block
appliedenergistics2:facade:0, Cable Facade - Magenta Petal Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Petal Block
appliedenergistics2:facade:0, Cable Facade - Yellow Petal Block
appliedenergistics2:facade:0, Cable Facade - Lime Petal Block
appliedenergistics2:facade:0, Cable Facade - Pink Petal Block
appliedenergistics2:facade:0, Cable Facade - Gray Petal Block
appliedenergistics2:facade:0, Cable Facade - Light Gray Petal Block
appliedenergistics2:facade:0, Cable Facade - Cyan Petal Block
appliedenergistics2:facade:0, Cable Facade - Purple Petal Block
appliedenergistics2:facade:0, Cable Facade - Blue Petal Block
appliedenergistics2:facade:0, Cable Facade - Brown Petal Block
appliedenergistics2:facade:0, Cable Facade - Green Petal Block
appliedenergistics2:facade:0, Cable Facade - Red Petal Block
appliedenergistics2:facade:0, Cable Facade - Black Petal Block
appliedenergistics2:facade:0, Cable Facade - Blaze Mesh
appliedenergistics2:facade:0, Cable Facade - Living Root
appliedenergistics2:facade:0, Cable Facade - Fel Pumpkin
appliedenergistics2:facade:0, Cable Facade - Manastorm Charge
appliedenergistics2:facade:0, Cable Facade - Shimmerrock
appliedenergistics2:facade:0, Cable Facade - Shimmerwood Planks
appliedenergistics2:facade:0, Cable Facade - Dry Grass
appliedenergistics2:facade:0, Cable Facade - Golden Grass
appliedenergistics2:facade:0, Cable Facade - Vivid Grass
appliedenergistics2:facade:0, Cable Facade - Scorched Grass
appliedenergistics2:facade:0, Cable Facade - Infused Grass
appliedenergistics2:facade:0, Cable Facade - Mutated Grass
appliedenergistics2:facade:0, Cable Facade - Dense Construction Block
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
